api_featured_image,brand,category,currency,description,id,name,price,price_sign,product_api_url,product_link,product_type,website_link,product_colors/colour_name,product_colors/hex_value,no_talc,sugar_free,peanut_free_product,cruelty_free,silicone_free,gluten_free,chemical_free,dairy_free,water_free,hypoallergenic,vegan,ecocert,purpicks,non_gmo,certclean,ewg_verified,oil_free,alcohol_free,canadian,organic,usda_organic,fair_trade,natural
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/849/original/open-uri20171223-4-1sk5zli?1514072784,fenty,liquid,USD,A limited-edition liquid eyeliner with a transforming metallic-to-glitter formula that lets you choose your own finish.,849,ECLIPSE - 2-in-1 Glitter Release Eyeliner,20.0,$,http://makeup-api.herokuapp.com/api/v1/products/849.json,https://www.fentybeauty.com/eclipse/2-in-1-glitter-release-eyeliner/FB40002.html?dwvar_FB40002_color=FB4006,eyeliner,https://www.fentybeauty.com,"Later, Crater - Nude Metallic/Nude Gold Glitter;Nepturnt - Green-Black Metallic/Smoky Emerald Glitter;Alien Bae - Blue-Black Metallic/Smoky Navy Glitter",#C8896E;#274A45;#122835,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/848/original/open-uri20171223-4-gjj2xg?1514072782,fenty,lip_gloss,USD,"A limited-edition glitter-packed lip gloss that delivers the ultimate triple-threat of creamy color, glitter, and shine.",848,COSMIC GLOSS - Lip Glitter,19.0,$,http://makeup-api.herokuapp.com/api/v1/products/848.json,https://www.fentybeauty.com/cosmic-gloss/lip-glitter/FB40001.html?dwvar_FB40001_color=FB4001,lipstick,https://www.fentybeauty.com,Gal On The Moon - Holographic Pink Orchid;Spacesuit - Glittering Peach;Plutonic Relationshp - Holographic Hot Pink;Astro-Naughty - Glittering Garnet,#8E406D;#FE7C63;#EB4077;#5B1525,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/847/original/open-uri20171224-4-1se9mcb?1514074989,fenty,concealer,USD,"A magnetized makeup stick in a longwear, light-as-air matte formula to conceal, correct, contour, and touch up in 20 shades.",847,MATCH STIX - Matte Skinstick,25.0,$,http://makeup-api.herokuapp.com/api/v1/products/847.json,https://www.fentybeauty.com/match-stix/matte-skinstick/FB30003.html?dwvar_FB30003_color=FB3009,foundation,https://www.fentybeauty.com,Maple - Neutral;Espresso - Cool;Peach - Cool Peach;Linen - Cool;Truffle - Neutral;Amber - Cool Contour;Cocoa - Cool;Walnut - Neutral;Almond - Cool;Sand - Neutral;French Vanilla - Warm;Porcelain - Cool;Maple - Neutral;Bamboo - Neutral;Honey - Warm Peach;Mocha - Cool;Suede - Warm;Latte - Warm;Caramel - Cool;Wheat - Warm,#C9A074;#683525;#EFAE83;#F6D5B6;#7C411F;#B08B72;#CF936A;#CB9064;#DA9D6F;#E2AE83;#F7D2AC;#F5DABE;#D9A877;#EABC95;#EAB087;#C59072;#C5885D;#CE8E5C;#E1AA7F;#DA9F65,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/846/original/data?1514072602,clinique,,USD,"A light cream with a powdery finish, our compact makeup creates more even-toned skin, instantly. Shades for Very Fair, Moderately Fair, Medium, Deep.",846,Even Better&trade; Compact Makeup Broad Spectrum SPF 15,32.0,$,http://makeup-api.herokuapp.com/api/v1/products/846.json,https://www.clinique.com/product/1599/24867/makeup/foundations/even-better-compact-makeup-broad-spectrum-spf-15,foundation,https://www.clinique.com,1 Linen;2 Alabaster;14 Vanilla;15 Beige;18 Sand;20 Deep Neutral;21 Cream Caramel;23 Ginger;24 Golden;26 Amber;28 Clove;29 Sienna;4 Creamwhip;5 Fair;6 Ivory;7 Cream Chamois;8 Golden Neutral;9 Neutral;11 Honey;12 Porcelain Beige,#F3D6BF;#F0C9AE;#D6A683;#D09B73;#C99B71;#D28E55;#C8874E;#BE773D;#B4753E;#995C27;#8E5230;#834E2E;#E9BC98;#F1BF9E;#E6BC9F;#DEB193;#E2B186;#DCAB86;#DAA878;#D7A581,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/845/original/data?1514072601,clinique,,USD,,845,Redness Solutions Makeup<BR>Broad Spectrum SPF 15<BR>With Probiotic Technology,28.0,$,http://makeup-api.herokuapp.com/api/v1/products/845.json,https://www.clinique.com/product/1599/13188/makeup/foundations/redness-solutions-makeupbroad-spectrum-spf-15with-probiotic-technology,foundation,https://www.clinique.com,Calming Vanilla;Calming Neutral;Calming Alabaster;Calming Fair;Calming Honey;Calming Ivory,#CD8E6B;#DC9C7A;#F4BB95;#F1B08C;#CF906E;#E7A784,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/844/original/data?1514072601,clinique,,USD,"Tested for streaking and fading at 88°F with a constant 80% humidity, all to prove Stay-Matte stays fresh. At the same time, this patent-pending formula absorbs shine, controls oil, resists sweat. And you stay matte all day.",844,Stay-Matte Oil-Free Makeup,26.0,$,http://makeup-api.herokuapp.com/api/v1/products/844.json,https://www.clinique.com/product/1599/21954/makeup/foundations/stay-matte-oil-free-makeup,foundation,https://www.clinique.com,01 Linen;02 Alabaster;15 Beige;19 Sand;20 Deep Neutral;21 Cream Caramel;23 Ginger;24 Golden;25 Spice;26 Amber;28 Clove;29 Sienna;04 Cream Whip;05 Fair;06 Ivory;07 Cream Chamois;08 Golden Neutral;09 Neutral;11 Honey;14 Vanilla,#F3D6BF;#F0C9AE;#D09B73;#C99B71;#D28E55;#C8874E;#BE773D;#B4753E;#AD7044;#995C27;#8E5230;#834E2E;#E9BC98;#F1BF9E;#E6BC9F;#DEB193;#E2B186;#DCAB86;#DAA878;#D6A683,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/843/original/data?1514072600,clinique,,USD,,843,Repairwear Laser Focus&trade; All-Smooth Makeup Broad Spectrum SPF 15,36.0,$,http://makeup-api.herokuapp.com/api/v1/products/843.json,https://www.clinique.com/product/1599/19314/makeup/foundations/repairwear-laser-focus-all-smooth-makeup-broad-spectrum-spf-15,foundation,https://www.clinique.com,Shade 01;Shade 1.5;Shade 11;Shade 12;Shade 02;Shade 03;Shade 04;Shade 05;Shade 06;Shade 07;Shade 08;Shade 09,#F7D6BF;#FAD4B4;#C98B5D;#B4753E;#F2C9A9;#F0C5AA;#ECBBA0;#E4BAA2;#DAAF91;#DBA987;#E1A989;#DBA57A,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/842/original/open-uri20171223-4-1b3ma9p?1514072599,clinique,,USD,"Silky, oil-free formula looks like your skin—only better. Optimizes skin's varying tones to create a more even appearance. Buildable coverage lasts for hours, yet feels like nothing at all. Controls shine. In a ready-to-go, ready-to-perfect compact. Oil-free.",842,Perfectly Real&trade; Compact Makeup,28.0,$,http://makeup-api.herokuapp.com/api/v1/products/842.json,https://www.clinique.com/product/1599/5273/makeup/foundations/perfectly-real-compact-makeup,foundation,https://www.clinique.com,104;PR 106;PR 126;PR 130;PR 134;138;144;146;PR 114;PR 108;PR 110;PR 102;PR 116;118;PR 120;122,#FAD4B4;#F2D0B9;#E5B78B;#E9B68F;#E3AE7B;#E4AB7C;#D08F62;#BA784B;#F2C9A9;#F1CBAB;#EFCAB2;#F7D6BF;#ECC6A2;#F0C5AA;#EBBF9F;#ECBD94,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/841/original/data?1514072598,clinique,,USD,"Portable perfection for full-face coverage, or bare-minimum touch-ups. Creamy, moisturizing foundation stick blends easily. Builds from sheer to moderate coverage with a natural finish. Long-wearing. Oil-free.",841,Chubby in the Nude&trade; Foundation Stick,25.0,$,http://makeup-api.herokuapp.com/api/v1/products/841.json,https://www.clinique.com/product/1599/39658/makeup/foundations/chubby-in-the-nude-foundation-stick,foundation,https://www.clinique.com,28 Curviest Clove;02 Abundant Alabaster;06 Intense Ivory;07 Capacious Chamois;08 Grandest Golden Neutral;09 ‘Normous Neutral;14 Voluptuous Vanilla;15 Bountiful Beige;24 Gargantuan Golden;26 Ample Amber,#8E5230;#F0C9AE;#E6BC9F;#DEB193;#E2B186;#DCAB86;#D6A683;#D09B73;#B4753E;#995c27,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/840/original/open-uri20171223-4-scw918?1514072597,clinique,,USD,"Everything skin needs to face city life—flawlessly. Buildable, breathable fluid makeup feels cool and weightless on skin, yet delivers a lasting natural-matte finish. High-level SPF and antioxidants help protect against skin-damaging UV, impurities and environmental aggressors. All in a ready-to-go compact with puff applicator.",840,Super City Block™ BB Cushion Compact Broad Spectrum SPF 50,17.5,$,http://makeup-api.herokuapp.com/api/v1/products/840.json,https://www.clinique.com/product/1599/40932/makeup/foundations/super-city-blocktm-bb-cushion-compact-broad-spectrum-spf-50,foundation,https://www.clinique.com,01 Fair;02 Moderately Fair;03 Medium;04 Deep,#F4C3A7;#E5B091;#DBB29C;#AA754E,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/839/original/open-uri20171223-4-qg5dlp?1514072597,clinique,,USD,"Powder and foundation combined in one portable compact. Long-wearing, full-coverage powder works as an over-foundation finisher or as a powder foundation. Extra-cling formula for double coverage.",839,Superpowder Double Face Makeup,24.0,$,http://makeup-api.herokuapp.com/api/v1/products/839.json,https://www.clinique.com/product/1599/6077/makeup/foundations/superpowder-double-face-makeup,foundation,https://www.clinique.com,Matte Bisque;Matte Ivory;Matte Cream;Matte Neutral;Matte Beige;Matte Medium;Matte Honey;Matte Tawny,#F9DDD1;#F9D3BE;#EDC3A5;#CCA588;#F4CBAF;#EFC2A2;#EFC8B3;#DBA57A,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/838/original/data?1514072596,clinique,,USD,"Feels like nothing at all. Yet creates your skin's most perfected, natural look. Patent-pending* micro-mirrored technology optically resurfaces skin. Ultra-lightweight liquid formula is oil-free, non-acnegenic. *US and International Patents Pending",838,Perfectly Real&trade; Makeup,28.0,$,http://makeup-api.herokuapp.com/api/v1/products/838.json,https://www.clinique.com/product/1599/5238/makeup/foundations/perfectly-real-makeup,foundation,https://www.clinique.com,Shade 01;Shade 02;Shade 30;Shade 31;Shade 34;Shade 36;Shade 37;Shade 39;Shade 42;Shade 45;Shade 46;Shade 47;Shade 08;Shade 48;Shade 49;Shade 10;Shade 12;Shade 14;Shade 18;Shade 22;Shade 24;Shade 28,#F6DCCC;#EFCAB4;#DDB68C;#BA9765;#D7A274;#D2A17A;#CE9C6A;#B2804C;#C98B5D;#BA8D65;#B37044;#AF7642;#E0B89C;#824B2B;#AD693E;#DBAD92;#E3B892;#E8C0A3;#E2B592;#DBA788;#DBAC78;#E3AF8C,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/837/original/open-uri20171223-4-ih6soz?1514072595,clinique,,USD,"A powder foundation and concealer in one for a natural, beyond perfected look that lasts all day. Even through sweat and humidity. Weightless powder makeup covers thoroughly without clogging pores. Skin breathes comfortably, colour stays true. Oil-free.",837,Beyond Perfecting&trade; Powder Foundation + Concealer,28.0,$,http://makeup-api.herokuapp.com/api/v1/products/837.json,https://www.clinique.com/product/1599/37389/makeup/foundations/beyond-perfecting-powder-foundation-concealer,foundation,https://www.clinique.com,0.5 Breeze;0.25 Dune;15 Beige;18 Sand;23 Ginger;24 Golden;26 Amber;28 Clove;02 Alabaster;04 Cream Whip;06 Ivory;07 Cream Chamois;08 Golden Neutral;09 Neutral;11 Honey;14 Vanilla,#F7C8B2;#FBEACD;#d1976f;#ba8668;#B57956;#a16c4e;#CB7217;#A45A12;#e4b78e;#d8ac8e;#C7A084;#c79877;#d29a71;#bc8d69;#c38f6b;#d29c6f,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/836/original/data?1514072595,clinique,,USD,"Feels so fresh, looks so natural. Non-irritating, oil-free makeup helps blend away blemishes, neutralize redness. Medicated ingredients help treat existing breakouts and keep them from coming back.",836,Acne Solutions&trade; Liquid Makeup,28.0,$,http://makeup-api.herokuapp.com/api/v1/products/836.json,https://www.clinique.com/product/1599/9285/makeup/foundations/acne-solutions-liquid-makeup,foundation,https://www.clinique.com,Fresh Fair;Fresh Alabaster;Fresh Beige;Fresh Sand;Fresh Ginger;Fresh Golden;Fresh Amber;Fresh Clove;Fresh Ivory;Fresh Neutral;Fresh Cream Chamois;Fresh Porcelain Beige;Fresh Cream Caramel;Fresh Deep Neutral;Fresh Honey;Fresh Vanilla,#e4b393;#DDC0A8;#C59F84;#B38F6B;#915622;#AF7642;#9b5621;#714019;#E4C8A7;#D8BE9F;#DAAE77;#DA9767;#CB9260;#BF8A6E;#BB8458;#BE9272,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/835/original/data?1514072594,clinique,,USD,"The smart makeup. Liquid foundation with adjustable, oil-free coverage provides moisture and absorbs oil when and where needed. Silky upon application.",835,Superbalanced&trade; Makeup,26.0,$,http://makeup-api.herokuapp.com/api/v1/products/835.json,https://www.clinique.com/product/1599/4989/makeup/foundations/superbalanced-makeup,foundation,https://www.clinique.com,32 Breeze;27 Alabaster;06 Linen;35 Honeycomb;07 Neutral;09 Sand;14 Wheat;15 Golden;17 Amber;18 Clove;10 Warmer;12 Honeyed Beige;01 Petal;02 Fair;33 Cream;03 Ivory;28 Light;04 Cream Chamois;34 Nude Beige;05 Vanilla,#FFE6CB;#FEDCBD;#B9886E;#CE9358;#F0AE96;#D79370;#B17248;#BB8F68;#A65E33;#975D44;#E19A7D;#CC8C72;#F5D4B7;#F4D5BF;#F4CAA2;#E5BFA9;#E2AD93;#F4CBB3;#DAAD88;#E1BAA3,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/834/original/open-uri20171223-4-1b6qpa2?1514072593,clinique,,USD,"Shine-absorbing, oil-free formula. Ultra-sheer texture gives skin a perfected matte appearance. Great for oily skin and oily spots. Maintains a fresh look and feel, even after frequent touch-ups.",834,Stay-Matte Sheer Pressed Powder,26.0,$,http://makeup-api.herokuapp.com/api/v1/products/834.json,https://www.clinique.com/product/1599/6069/makeup/foundations/stay-matte-sheer-pressed-powder,foundation,https://www.clinique.com,18 Stay Cream;02 Stay Neutral;21 Stay Sienna;11 Stay Brandy;01 Stay Buff;17 Stay Golden;03 Stay Beige ;19 Stay Suede;05 Stay Spice;10 Stay Amber;04 Stay Honey;20 Stay Nutmeg,#EAC6A7;#CEA288;#9D6B50;#84523A;#D3AB93;#C8977A;#C29275;#D09B74;#B27857;#A16F53;#B57B5F;#B17A58,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/833/original/data?1514072592,clinique,,USD,"Slip on a silk-enriched makeup. Feel naked, yet covered to perfection. Control oil, yet hydrate where needed. Protect with SPF. Oil-free. Sheer to moderate coverage. Natural-matte finish. Ideal for Dry Combination to Oily Skin Types.",833,Superbalanced™ Silk Makeup Broad Spectrum SPF 15,26.0,$,http://makeup-api.herokuapp.com/api/v1/products/833.json,https://www.clinique.com/product/1599/42938/makeup/foundations/superbalancedtm-silk-makeup-broad-spectrum-spf-15,foundation,https://www.clinique.com,01 Silk Porcelain;02 Silk Shell;11 Silk Sunny Beige;12 Silk Maple;13 Silk Vanilla;14 Silk Suede;15 Silk Nutmeg;16 Silk Almond;17 Silk Cinnamon;18 Silk Sable;19 Silk Brandy;20 Silk Cocoa ;03 Silk Bare;04 Silk Bisque;05 Silk Ivory;06 Silk Cream Chamois;07 Silk Sahara;08 Silk Canvas;09 Silk Bamboo;10 Silk Honeymilk,#FFE6CB;#F0C9AE;#D7A581;#E0AD84;#E1BAA3;#D09B73;#C99B71;#c8874e;#BE773D;#B4753E;#995C27;#8E5230;#E9BC98;#F1BF9E;#E5BFA9;#F4CBB3;#E2B186;#DCAB86;#E0B394;#DAA878,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/832/original/data?1514072591,clinique,,USD,"Wear oil-free, dermatologist-developed Even Better Makeup SPF 15 and something amazing happens: Without any makeup, see improved clarity, a more even skin tone, visibly diminished age spots. For all ethnicities. In just 4 to 6 weeks. Broad spectrum SPF helps protect against future darkening. For continued benefits—even after you take it off—partner with Even Better Clinical Dark Spot Corrector.",832,Even Better&trade; Makeup Broad Spectrum SPF 15,28.0,$,http://makeup-api.herokuapp.com/api/v1/products/832.json,https://www.clinique.com/product/1599/5276/makeup/foundations/even-better-makeup-broad-spectrum-spf-15,foundation,https://www.clinique.com,CN 08 Linen;CN 10 Alabaster;CN 58 Honey;CN 62 Porcelain Beige;WN 64 Butterscotch;CN 70 Vanilla;CN 74 Beige;CN 78 Nutty;WN 80 Tawnied Beige;WN 82 Latte;CN 90 Sand;WN 94 Deep Neutral;WN 16 Buff;WN 98 Cream Caramel;WN 104 Toffee;WN 112 Ginger;WN 114 Golden;CN 116 Spice;WN 118 Amber;WN 120 Pecan;WN 122 Clove;WN 124 Sienna;CN 126 Espresso;CN 18 Cream Whip;CN 20 Fair;CN 28 Ivory;CN 40 Cream Chamois;CN 52 Neutral;WN 46 Golden Neutral;WN 56 Cashew,#F3D6BF;#F0C9AE;#DAA878;#D7A581;#E0AD84;#D6A683;#D09B73;#CE9465;#D49C70;#D29560;#C99B71;#D28E55;#E9BD9C;#C8874E;#C58342;#BE773D;#B4753E;#AD7044;#995C27;#A4653F;#8E5230;#834E2E;#623B2C;#E9BC98;#F1BF9E;#E6BC9F;#DEB193;#DCAB86;#E2B186;#E5B68B,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/831/original/data?1514072590,clinique,,USD,"A foundation-and-concealer in one for a natural, beyond perfected look that lasts all day. Lightweight, moisturizing makeup covers thoroughly without clogging pores. Skin breathes comfortably, colour stays true, even through sweat and humidity.",831,Beyond Perfecting&trade; Foundation + Concealer,28.0,$,http://makeup-api.herokuapp.com/api/v1/products/831.json,https://www.clinique.com/product/1599/34817/makeup/foundations/beyond-perfecting-foundation-concealer,foundation,https://www.clinique.com,0.5 Breeze;01 Linen;5.75 Cork;5.5 Ecru;6.75 Sesame;14 Vanilla;15 Beige;8.25 Oat;07 Cream Chamois;09 Neutral;10 Honey Wheat;17 Nutty;02 Alabaster;16 Toasted Wheat;18 Sand;21 Cream Caramel;23 Ginger;24 Golden;26 Amber;28 Clove;06 Ivory;04 Cream Whip;05 Fair;6.5 Buttermilk ;08 Golden Neutral;7.5 Tea;11 Honey,#FFE6CB;#F3D6BF;#DBAC82;#E6AD7F;#E3B28F;#D6A683;#d28f6b;#DCA27B;#DEB193;#DCAB86;#D9A373;#CE9465;#F0C9AE;#C2895D;#C99B71;#C8874E;#BE773D;#B4753E;#995C27;#8E5230;#E6BC9F;#E9BC98;#F1BF9E;#F0C7AB;#E2B186;#E3A97A;#DAA878,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/830/original/data?1514072590,clinique,,USD,"Lightweight, sweat- and humidity-proof foundation that keeps up with your highly active life. Medium coverage, natural-matte finish wears for 12 long-lasting hours. Protects with SPF 40. Won’t clog pores or cause breakouts. Oil-free.",830,CliniqueFIT™ Workout Makeup Broad Spectrum SPF 40,29.5,$,http://makeup-api.herokuapp.com/api/v1/products/830.json,https://www.clinique.com/product/1599/50973/makeup/foundations/cliniquefittm-workout-makeup-broad-spectrum-spf-40,foundation,https://www.clinique.com,01 Light;03 Light Medium;05 Medium;07 Deep,#e3b59a;#ddad92;#d07e4a;#b86530,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/829/original/open-uri20171223-4-1gzylfl?1514072590,clinique,,USD,"More than minerals. Skin looks, acts happier. Long-wear formula helps keep pores out of trouble. Antioxidants protect skin. This natural, perfecting ""no-makeup"" makeup is so lightweight, you'll never even feel it. So foolproof, you can apply it with a sponge, a brush-and almost with your eyes closed.",829,Almost Powder Makeup,28.0,$,http://makeup-api.herokuapp.com/api/v1/products/829.json,https://www.clinique.com/product/1599/47832/makeup/foundations/almost-powder-makeup,foundation,https://www.clinique.com,01 Fair;02 Neutral Fair;03 Light;04 Neutral;05 Medium;06 Deep,#EACAB1;#E6D1BB;#DCB286;#DBB190;#D5A179;#D7AA8E,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/828/original/data?1514072589,clinique,,USD,"Transform your favorite moisturizer into a BB, CC or fuller-coverage foundation. One drop of Clinique BIY™ Blend It Yourself Pigment Drops creates sheer cover. Two or three, a flawless finish. Since Clinique BIY takes on the finish of the moisturizer you blend it with, expect a more matte finish with a mattifying moisturizer. Or a more dewy, radiant finish when blended with a moisturizer that contains optics.",828,Clinique BIY&trade; Blend It Yourself Pigment Drops,33.0,$,http://makeup-api.herokuapp.com/api/v1/products/828.json,https://www.clinique.com/product/1599/45511/makeup/foundations/clinique-biy-blend-it-yourself-pigment-drops,foundation,https://www.clinique.com,BIY 105;BIY 110;BIY 155;BIY 160;BIY Bronze;BIY 115;BIY 120;BIY 125;BIY 130;BIY 135;BIY 140;BIY 145;BIY 150,#F7E1CD;#F4D0B6;#B2773D;#9D6327;#C28165;#EDD2BD;#E6C4AB;#DCAE8A;#D6AB8F;#DFB28E;#C89575;#D0AC8C;#CD924F,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/827/original/data?1514072588,clinique,,USD,"Moisturizing foundation instantly creates a natural radiance with subtle luminizing pigments. Wear it every day and over time bare skin glows on its own, thanks to vitamin C. Broad spectrum SPF 15 helps prevent future dark spots. Long-wearing, oil-free.",827,Even Better Glow&trade; Light Reflecting Makeup Broad Spectrum SPF 15,28.0,$,http://makeup-api.herokuapp.com/api/v1/products/827.json,https://www.clinique.com/product/1599/51043/makeup/foundations/even-better-glow-light-reflecting-makeup-broad-spectrum-spf-15,foundation,https://www.clinique.com,CN 02 Breeze;WN 04 Bone;WN 44 Tea;WN 48 Oat;CN 52 Neutral;WN 54 Honey Wheat;CN 58 Honey;CN 62 Porcelain Beige;WN 68 Brulee;CN 70 Vanilla;CN 74 Beige;WN 76 Toasted Wheat;CN 10 Alabaster;CN 90 Sand;WN 92 Toasted Almond;WN 94 Deep Neutral;WN 98 Cream Caramel;WN 112 Ginger;WN 114 Golden;WN 118 Amber;WN 122 Clove;WN 124 Sienna ;CN 126 Espresso;WN 12 Meringue;CN 20 Fair;WN 22 Ecru;CN 28 Ivory;WN 30 Biscuit;WN 38 Stone;CN 40 Cream Chamois,#F0C5A8;#F9C096;#E1A980;#D49863;#E7AF89;#D69565;#D99F6E;#D1966D;#CB8E57;#D9A783;#C3885F;#D49D6D;#DAA781;#CC986E;#CB8A5A;#BD7749;#C78A4C;#BF7426;#AF7442;#B26B35;#935732;#985825;#7C431D;#E8AE76;#E5AF84;#EDAB76;#EFC09C;#D19567;#E2B284;#D7A681,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/826/original/data?1514072587,clinique,concealer,USD,"Medicated concealer helps clear and prevent blemishes. Gentle, soothing formula provides natural-looking coverage as blemishes heal. In three skin tone shades to wear alone, under makeup or for touch-ups. Plus, a green tint to visually correct redness. Oil free.",826,Acne Solutions&trade; Clearing Concealer,18.0,$,http://makeup-api.herokuapp.com/api/v1/products/826.json,https://www.clinique.com/product/1596/6045/makeup/concealers/acne-solutions-clearing-concealer,foundation,https://www.clinique.com,Shade 01;Shade 03;Shade 02,#EFD1B3;#D5AA86;#F0C9A0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/825/original/data?1514072585,clinique,concealer,USD,"Oil-free formula actually ""bridges"" fine lines and wrinkles, smoothing and minimizing them for an instantly firmer look. Skin-brightening ingredients help counteract shadows, reduce redness, give skin more even tone. Ophthalmologist tested. Long-lasting, buildable.",825,Line Smoothing Concealer,20.0,$,http://makeup-api.herokuapp.com/api/v1/products/825.json,https://www.clinique.com/product/1596/6088/makeup/concealers/line-smoothing-concealer,foundation,https://www.clinique.com,Light;Moderately Fair;Medium;Medium Beige;Medium Honey;Deep,#D19C83;#C49381;#AD7D68;#BB9171;#C9916C;#916148,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/824/original/data?1514072584,clinique,concealer,USD,,824,All About Eyes&trade; Concealer,20.0,$,http://makeup-api.herokuapp.com/api/v1/products/824.json,https://www.clinique.com/product/1596/5161/makeup/concealers/all-about-eyes-concealer,foundation,https://www.clinique.com,Light Neutral;Light Petal;Medium Petal;Medium Beige;Medium Honey;Deep Golden,#F1CFB2;#E7BFA1;#E2B18C;#DAA16D;#D49167;#A77A55,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/823/original/data?1514072584,clinique,concealer,USD,"Cream-to-powder concealer delivers long-lasting, intensive camouflage. With daily use, helps firm and smooth. Won't creep or fade. Ophthalmologist tested.",823,Advanced Concealer,20.0,$,http://makeup-api.herokuapp.com/api/v1/products/823.json,https://www.clinique.com/product/1596/6278/makeup/concealers/advanced-concealer,foundation,https://www.clinique.com,Matte Light,#CC9D82,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
